company_id,name,city,country,owner,date_created,date_modified,industry,sub_sector
60,Upfield Hill Group Ltd,Manchester,GB,1,2022-07-08 15:31:32,2026-06-16 15:33:59,Commerce & Industry,Consumer
61,Bexmoor Insurance Ltd,Manchester,GB,1,2022-03-15 13:24:43,2026-03-18 10:28:47,Insurance,Health
62,Harlow Bay Insurance Ltd,Manchester,GB,1,2022-08-17 17:59:58,2023-09-11 08:12:27,Insurance,Health
63,Yarrow Re Ltd,Manchester,GB,1,2024-08-11 11:38:47,2026-07-08 15:07:19,Insurance,Health
65,Cresswell Gate Retail Ltd,Manchester,GB,1,2023-11-03 16:50:20,2024-05-01 13:05:38,Commerce & Industry,Consumer
66,Larkspur Park Payments Ltd,Manchester,GB,1,2022-07-31 11:03:42,2025-05-23 17:50:09,Financial Services,Banking
67,Brackley Hill Industries Ltd,Manchester,GB,1,2022-09-01 12:18:26,2025-11-15 08:04:38,Commerce & Industry,Consumer
68,Thornbury Bridge Insurance Ltd,Manchester,GB,1,2022-06-10 16:02:28,2026-06-05 13:54:46,Insurance,General Insurance
69,Ashdown Vale Capital Ltd,Manchester,GB,1,2023-08-13 15:27:36,2026-09-07 09:51:43,Financial Services,Payments & Fintech
70,Marlowe Vale Advisory Ltd,Manchester,GB,1,2022-07-14 14:20:36,2026-09-03 11:43:52,Professional Services,Legal & Advisory
71,Eastleigh Assurance Ltd,Manchester,GB,1,2024-03-29 18:33:42,2026-05-28 15:43:10,Insurance,Health
72,Northcote Park Insurance Ltd,Manchester,GB,1,2022-09-25 17:54:12,2026-07-23 16:40:03,Insurance,Life & Pensions
74,Redfern Insurance Ltd,Manchester,GB,1,2022-07-15 14:26:40,2024-03-30 18:26:56,Insurance,General Insurance
75,Kestrel Gate Mutual Ltd,Manchester,GB,1,2022-06-09 16:00:16,2025-12-26 12:08:23,Insurance,Health
76,Denholm Bridge Insurance Ltd,Manchester,GB,1,2025-04-16 11:26:49,2025-10-10 14:40:17,Insurance,General Insurance
77,Glenmoor Wealth Ltd,Manchester,GB,1,2026-05-22 11:32:09,2026-09-12 12:42:48,Financial Services,Banking
78,Elmstead Park Mutual Ltd,Manchester,GB,1,2022-01-25 16:56:31,2025-12-14 08:24:08,Insurance,General Insurance
79,Ivybridge Partners Ltd,Manchester,GB,1,2023-06-09 09:49:41,2026-07-17 10:11:35,Professional Services,Legal & Advisory
80,Ashdown Vale Retail Ltd,Manchester,GB,1,2023-01-18 15:51:22,2026-09-12 16:07:14,Commerce & Industry,Industrials
81,Greywell Insurance Ltd,Manchester,GB,1,2025-07-02 14:59:46,2026-01-07 12:37:42,Insurance,Life & Pensions
82,Thornbury Park Assurance Ltd,Manchester,GB,1,2023-07-14 12:15:57,2026-05-23 15:57:00,Insurance,Health
83,Oakhurst Bay Wealth Ltd,Manchester,GB,1,2023-05-16 15:42:13,2026-03-17 10:09:19,Financial Services,Asset & Wealth Management
85,Greywell Park Retail Ltd,Manchester,GB,1,2022-07-21 12:28:05,2024-11-18 16:54:58,Commerce & Industry,Technology
86,Ivybridge Park Actuarial Ltd,Manchester,GB,1,2023-10-21 12:59:47,2024-07-08 13:24:39,Professional Services,Legal & Advisory
87,Yarrow Partners Ltd,Manchester,GB,1,2023-03-20 09:40:33,2025-04-16 11:09:31,Professional Services,Legal & Advisory
88,Oakhurst Bridge Retail Ltd,Manchester,GB,1,2023-11-02 09:05:01,2024-08-23 18:26:22,Commerce & Industry,Consumer
89,Pembury Park Payments Ltd,Manchester,GB,1,2022-03-18 16:05:07,2026-07-12 18:41:34,Financial Services,Banking
90,Westbrook Park Technologies Ltd,Manchester,GB,1,2022-07-17 17:27:12,2025-08-17 08:01:52,Commerce & Industry,Industrials
91,Cresswell Vale Assurance Ltd,Manchester,GB,1,2022-12-03 13:51:09,2026-09-12 10:54:39,Insurance,Health
92,Dunmore Bay Insurance Ltd,Manchester,GB,1,2022-07-14 16:32:11,2025-09-02 13:38:37,Insurance,Health
93,Calderwood Bridge Capital Ltd,Manchester,GB,1,2023-03-21 14:48:27,2023-11-08 09:02:41,Financial Services,Asset & Wealth Management
94,Northcote Solutions Ltd,Manchester,GB,1,2022-04-15 17:13:58,2026-09-11 11:00:52,Professional Services,Actuarial Consulting
95,Glenmoor Gate Solutions Ltd,Manchester,GB,1,2023-10-15 15:14:25,2025-03-10 08:23:22,Professional Services,Actuarial Consulting
96,Denholm Park Technologies Ltd,Manchester,GB,1,2022-06-27 18:16:21,2026-07-29 11:46:18,Commerce & Industry,Consumer
97,Kestrel Bay Re Ltd,Manchester,GB,1,2023-06-06 16:02:30,2024-05-31 14:13:25,Insurance,General Insurance
98,Aldwick Mutual Ltd,Manchester,GB,1,2023-08-10 14:06:12,2026-01-05 11:14:34,Insurance,Life & Pensions
100,Glenmoor Vale Technologies Ltd,Manchester,GB,1,2022-06-03 16:07:27,2026-05-06 18:27:31,Commerce & Industry,Energy & Infrastructure
101,Thornbury Bay Bank Ltd,Manchester,GB,1,2022-07-23 14:57:13,2026-01-26 17:50:12,Financial Services,Banking
102,Thornbury Gate Partners Ltd,Manchester,GB,1,2023-10-17 16:10:12,2026-09-09 15:40:26,Professional Services,Actuarial Consulting
103,Stanwick Park Retail Ltd,Manchester,GB,1,2023-07-29 18:08:00,2026-06-07 17:52:26,Commerce & Industry,Technology
104,Thornbury Actuarial Ltd,Manchester,GB,1,2026-04-07 10:13:53,2026-08-09 11:50:24,Professional Services,Actuarial Consulting
105,Upfield Hill Insurance Ltd,Manchester,GB,1,2023-05-16 18:58:42,2023-09-26 14:25:32,Insurance,Health
106,Dunmore Assurance Ltd,Manchester,GB,1,2023-10-17 14:30:36,2026-03-27 11:53:09,Insurance,General Insurance
107,Yarrow Underwriting Ltd,Manchester,GB,1,2023-01-30 09:50:06,2026-07-30 10:30:45,Insurance,Life & Pensions
109,Oakhurst Advisory Ltd,Manchester,GB,1,2023-11-18 11:17:36,2024-05-08 10:02:52,Professional Services,Actuarial Consulting
110,Greywell Bay Group Ltd,Manchester,GB,1,2022-08-18 16:49:57,2024-10-15 17:07:15,Commerce & Industry,Technology
111,Foxley Asset Management Ltd,Manchester,GB,1,2022-09-23 18:18:14,2025-05-24 12:05:05,Financial Services,Payments & Fintech
112,Northcote Underwriting Ltd,Manchester,GB,1,2022-06-28 18:51:03,2023-11-03 15:46:15,Insurance,Life & Pensions
113,Denholm Bay Technologies Ltd,Manchester,GB,1,2022-09-28 09:06:50,2026-07-18 10:54:45,Commerce & Industry,Technology
114,Glenmoor Vale Mutual Ltd,Manchester,GB,1,2022-04-08 09:42:11,2024-01-01 13:56:19,Insurance,General Insurance
115,Elmstead Capital Ltd,Manchester,GB,1,2023-12-12 14:41:45,2024-09-09 16:36:57,Financial Services,Payments & Fintech
116,Ashdown Advisory Ltd,Manchester,GB,1,2024-06-20 11:08:51,2026-07-06 08:40:38,Professional Services,Actuarial Consulting
117,Quayside Park Wealth Ltd,Manchester,GB,1,2024-07-31 10:04:25,2025-03-12 12:17:17,Financial Services,Payments & Fintech
118,Kestrel Vale Asset Management Ltd,Manchester,GB,1,2025-04-27 08:02:50,2025-09-07 14:53:37,Financial Services,Payments & Fintech
119,Larkspur Hill Retail Ltd,Manchester,GB,1,2024-01-01 11:43:34,2025-02-16 08:43:15,Commerce & Industry,Consumer
120,Fernbrook Re Ltd,Manchester,GB,1,2022-04-20 13:05:31,2025-07-08 13:36:17,Insurance,General Insurance
121,Eastleigh Capital Ltd,Manchester,GB,1,2022-12-18 15:10:50,2026-07-26 11:07:32,Financial Services,Asset & Wealth Management
122,Bexmoor Hill Asset Management Ltd,Manchester,GB,1,2025-03-16 12:35:00,2025-09-25 13:47:24,Financial Services,Asset & Wealth Management
123,Stanwick Underwriting Ltd,Manchester,GB,1,2025-04-24 09:31:27,2026-03-08 11:00:59,Insurance,Health
124,Redfern Bay Underwriting Ltd,Manchester,GB,1,2024-02-12 11:23:14,2026-01-30 18:15:37,Insurance,Life & Pensions
125,Aldwick Bank Ltd,Manchester,GB,1,2023-09-04 08:12:46,2024-09-26 08:17:16,Financial Services,Banking
126,Thornbury Consulting Ltd,Manchester,GB,1,2024-08-31 10:47:57,2026-07-09 15:01:15,Professional Services,Actuarial Consulting
128,Aldwick Wealth Ltd,Manchester,GB,1,2023-03-28 16:26:40,2024-07-30 18:32:00,Financial Services,Banking
129,Denholm Bank Ltd,Manchester,GB,1,2022-06-18 10:37:41,2025-09-23 17:44:34,Financial Services,Asset & Wealth Management
132,Kestrel Capital Ltd,Manchester,GB,1,2024-12-28 09:07:58,2026-08-30 14:55:21,Financial Services,Payments & Fintech
134,Aldwick Hill Payments Ltd,Manchester,GB,1,2024-04-05 13:21:02,2026-03-29 09:26:53,Financial Services,Asset & Wealth Management
135,Upfield Park Insurance Ltd,Manchester,GB,1,2023-11-08 17:31:13,2024-12-06 15:21:05,Insurance,Life & Pensions
136,Oakhurst Bay Consulting Ltd,Manchester,GB,1,2024-04-13 18:21:42,2025-01-23 13:10:01,Professional Services,Legal & Advisory
137,Bexmoor Park Energy Ltd,Manchester,GB,1,2023-01-25 11:15:59,2025-03-29 10:50:36,Commerce & Industry,Industrials
139,Brackley Assurance Ltd,Manchester,GB,1,2022-10-13 13:52:31,2024-12-01 16:04:30,Insurance,Life & Pensions
140,Glenmoor Hill Industries Ltd,Manchester,GB,1,2024-04-11 09:23:28,2026-09-11 08:37:08,Commerce & Industry,Industrials
141,Northcote Re Ltd,Manchester,GB,1,2022-06-08 08:44:43,2026-08-19 10:34:31,Insurance,Life & Pensions
142,Thornbury Energy Ltd,Manchester,GB,1,2023-03-19 14:57:44,2026-09-03 09:49:15,Commerce & Industry,Technology
143,Marlowe Solutions Ltd,Manchester,GB,1,2022-01-19 12:56:24,2022-12-18 14:53:39,Professional Services,Legal & Advisory
144,Quayside Vale Capital Ltd,Manchester,GB,1,2024-04-03 13:44:20,2025-06-02 10:32:28,Financial Services,Payments & Fintech
145,Dunmore Park Payments Ltd,Manchester,GB,1,2022-08-15 15:19:24,2023-09-30 12:51:43,Financial Services,Asset & Wealth Management
146,Westbrook Bridge Underwriting Ltd,Manchester,GB,1,2022-08-20 16:41:20,2024-09-03 14:44:58,Insurance,General Insurance
147,Ivybridge Park Capital Ltd,Manchester,GB,1,2023-12-21 09:08:52,2024-04-30 14:04:32,Financial Services,Banking
148,Elmstead Park Payments Ltd,Manchester,GB,1,2024-07-01 10:41:45,2026-07-28 08:10:52,Financial Services,Banking
149,Marlowe Insurance Ltd,Manchester,GB,1,2022-08-10 17:00:20,2026-09-09 12:22:04,Insurance,Life & Pensions
150,Fernbrook Payments Ltd,Manchester,GB,1,2022-04-15 12:35:05,2023-02-21 14:41:14,Financial Services,Payments & Fintech
151,Stanwick Mutual Ltd,Manchester,GB,1,2024-09-01 15:01:43,2025-07-30 18:59:36,Insurance,Health
153,Fernbrook Solutions Ltd,Manchester,GB,1,2024-06-12 13:12:09,2025-08-05 14:41:36,Professional Services,Actuarial Consulting
154,Upfield Vale Actuarial Ltd,Manchester,GB,1,2025-02-11 08:24:25,2025-06-25 18:48:42,Professional Services,Actuarial Consulting
155,Elmstead Hill Underwriting Ltd,Manchester,GB,1,2022-08-19 11:26:49,2024-02-17 15:52:00,Insurance,Health
156,Redfern Re Ltd,Manchester,GB,1,2025-05-27 14:42:31,2026-06-27 12:09:22,Insurance,Health
157,Valemont Solutions Ltd,Manchester,GB,1,2023-12-28 17:19:17,2025-02-22 17:13:20,Professional Services,Consulting
158,Upfield Park Assurance Ltd,Manchester,GB,1,2024-07-10 16:03:21,2026-04-12 10:46:49,Insurance,General Insurance
159,Calderwood Vale Capital Ltd,Manchester,GB,1,2024-01-17 09:28:45,2024-08-09 16:34:35,Financial Services,Payments & Fintech
160,Thornbury Park Advisory Ltd,Manchester,GB,1,2024-04-16 16:25:12,2026-05-15 14:41:34,Professional Services,Consulting
161,Marlowe Park Consulting Ltd,Manchester,GB,1,2022-11-26 13:51:58,2026-09-11 12:36:57,Professional Services,Legal & Advisory
162,Glenmoor Hill Assurance Ltd,Manchester,GB,1,2023-04-19 10:44:41,2024-11-07 12:47:13,Insurance,General Insurance
164,Eastleigh Bridge Capital Ltd,Manchester,GB,1,2022-10-23 15:23:10,2025-04-23 15:09:40,Financial Services,Asset & Wealth Management
165,Cresswell Hill Underwriting Ltd,Manchester,GB,1,2023-12-08 15:33:43,2025-10-19 17:57:38,Insurance,General Insurance
166,Westbrook Vale Insurance Ltd,Manchester,GB,1,2024-11-13 08:22:33,2025-10-09 08:01:20,Insurance,Life & Pensions
167,Foxley Hill Industries Ltd,Manchester,GB,1,2022-11-16 10:28:30,2026-08-09 15:19:04,Commerce & Industry,Energy & Infrastructure
168,Marlowe Retail Ltd,London,GB,28,2021-12-17 13:19:59,2026-09-12 14:40:07,Commerce & Industry,Consumer
169,Redfern Advisory Ltd,London,GB,28,2022-09-12 15:38:07,2026-09-12 13:23:56,Professional Services,Legal & Advisory
170,Yarrow Bay Bank Ltd,London,GB,28,2022-06-25 12:33:59,2026-09-09 09:43:39,Financial Services,Banking
171,Ivybridge Vale Underwriting Ltd,London,GB,28,2022-07-10 16:00:42,2026-09-11 09:07:32,Insurance,Health
172,Westbrook Underwriting Ltd,London,GB,28,2022-06-03 14:11:37,2026-04-28 16:11:46,Insurance,Health
173,Larkspur Vale Energy Ltd,London,GB,28,2022-11-23 16:32:15,2026-09-11 11:42:53,Commerce & Industry,Energy & Infrastructure
174,Denholm Park Energy Ltd,London,GB,28,2022-05-03 14:04:41,2026-09-01 14:43:23,Commerce & Industry,Industrials
175,Calderwood Gate Energy Ltd,London,GB,28,2022-04-30 18:25:12,2026-09-12 16:37:39,Commerce & Industry,Energy & Infrastructure
176,Eastleigh Energy Ltd,London,GB,28,2021-12-04 11:54:20,2026-08-26 09:10:18,Commerce & Industry,Energy & Infrastructure
177,Ivybridge Hill Insurance Ltd,London,GB,28,2022-01-16 17:54:47,2026-09-11 16:47:13,Insurance,General Insurance
178,Aldwick Consulting Ltd,London,GB,28,2022-06-19 15:10:52,2026-07-16 08:48:00,Professional Services,Legal & Advisory
179,Ashdown Hill Retail Ltd,London,GB,28,2021-10-01 08:26:28,2026-09-10 15:38:59,Commerce & Industry,Energy & Infrastructure
180,Eastleigh Payments Ltd,London,GB,28,2022-04-06 09:31:11,2026-09-11 15:20:06,Financial Services,Banking
181,Brackley Technologies Ltd,London,GB,28,2022-01-06 17:02:22,2026-08-22 15:09:18,Commerce & Industry,Consumer
182,Calderwood Insurance Ltd,London,GB,28,2022-05-26 12:17:10,2026-06-01 10:24:37,Insurance,Life & Pensions
183,Marlowe Hill Energy Ltd,London,GB,28,2023-03-19 17:28:36,2026-09-12 17:40:08,Commerce & Industry,Industrials
184,Fernbrook Technologies Ltd,London,GB,28,2023-01-21 15:10:21,2026-09-12 12:06:54,Commerce & Industry,Consumer
185,Greywell Gate Payments Ltd,London,GB,28,2022-07-26 18:14:00,2026-08-20 09:55:34,Financial Services,Payments & Fintech
186,Dunmore Vale Payments Ltd,London,GB,28,2022-06-09 18:53:31,2026-09-01 16:56:01,Financial Services,Payments & Fintech
187,Brackley Bank Ltd,London,GB,28,2022-07-04 16:44:59,2025-11-21 09:53:31,Financial Services,Asset & Wealth Management
188,Glenmoor Asset Management Ltd,London,GB,28,2022-05-05 14:44:06,2025-10-06 09:28:34,Financial Services,Banking
189,Oakhurst Energy Ltd,London,GB,28,2022-08-13 12:55:30,2026-04-07 10:42:26,Commerce & Industry,Consumer
190,Elmstead Gate Industries Ltd,London,GB,28,2022-04-08 08:57:14,2026-07-09 08:35:07,Commerce & Industry,Industrials
191,Kestrel Gate Group Ltd,London,GB,28,2021-10-28 10:34:40,2026-07-28 17:25:02,Commerce & Industry,Industrials
192,Dunmore Bridge Bank Ltd,London,GB,28,2023-03-12 13:05:03,2026-09-12 12:10:39,Financial Services,Banking
193,Denholm Gate Retail Ltd,London,GB,28,2022-04-15 11:32:40,2026-09-04 15:42:34,Commerce & Industry,Consumer
194,Marlowe Bridge Insurance Ltd,London,GB,28,2023-01-28 16:28:42,2026-08-25 17:51:33,Insurance,Health
195,Foxley Hill Underwriting Ltd,London,GB,28,2023-03-15 18:54:25,2026-09-11 10:34:31,Insurance,Life & Pensions
196,Marlowe Hill Capital Ltd,London,GB,28,2023-01-07 15:12:38,2026-09-10 13:45:30,Financial Services,Banking
197,Valemont Bay Solutions Ltd,London,GB,28,2024-07-24 12:52:21,2026-09-12 14:18:25,Professional Services,Consulting
198,Dunmore Group Ltd,London,GB,28,2022-05-31 12:34:39,2026-02-03 10:10:52,Commerce & Industry,Industrials
199,Stanwick Bridge Payments Ltd,London,GB,28,2023-12-15 18:31:31,2026-06-26 14:08:19,Financial Services,Banking
200,Glenmoor Bank Ltd,London,GB,28,2022-06-11 09:57:20,2026-07-09 18:51:22,Financial Services,Asset & Wealth Management
201,Fernbrook Gate Capital Ltd,London,GB,28,2022-09-08 12:46:06,2026-09-12 08:22:38,Financial Services,Banking
202,Bexmoor Bridge Underwriting Ltd,London,GB,28,2022-05-26 10:32:01,2026-03-21 09:06:42,Insurance,General Insurance
203,Oakhurst Park Asset Management Ltd,London,GB,28,2022-02-20 10:52:57,2026-09-09 10:21:43,Financial Services,Payments & Fintech
204,Dunmore Bridge Asset Management Ltd,London,GB,28,2021-11-29 08:39:31,2026-01-04 08:55:32,Financial Services,Payments & Fintech
205,Northcote Bridge Payments Ltd,London,GB,28,2022-10-29 11:38:59,2026-08-04 11:32:17,Financial Services,Banking
206,Harlow Bank Ltd,London,GB,28,2022-10-11 15:51:33,2026-04-01 18:59:47,Financial Services,Payments & Fintech
207,Fernbrook Gate Re Ltd,London,GB,28,2022-02-11 14:54:30,2026-02-07 16:09:49,Insurance,General Insurance
208,Brackley Underwriting Ltd,London,GB,28,2022-06-16 18:05:44,2026-05-25 18:14:45,Insurance,Health
209,Stanwick Bridge Wealth Ltd,London,GB,28,2023-04-09 13:49:46,2026-06-15 15:58:00,Financial Services,Banking
210,Kestrel Mutual Ltd,London,GB,28,2021-12-10 11:31:03,2026-04-23 16:14:49,Insurance,General Insurance
211,Cresswell Gate Re Ltd,London,GB,28,2023-11-26 13:48:04,2026-06-26 16:55:59,Insurance,Life & Pensions
212,Dunmore Partners Ltd,London,GB,28,2022-02-28 17:13:20,2026-05-23 09:25:16,Professional Services,Consulting
213,Larkspur Vale Re Ltd,London,GB,28,2022-07-27 17:50:19,2026-06-25 11:57:56,Insurance,General Insurance
214,Northcote Vale Technologies Ltd,London,GB,28,2022-05-22 13:22:22,2026-06-07 09:48:00,Commerce & Industry,Industrials
215,Oakhurst Bay Technologies Ltd,London,GB,28,2022-10-31 16:53:42,2026-06-16 13:36:19,Commerce & Industry,Technology
216,Marlowe Technologies Ltd,London,GB,28,2022-03-09 15:15:25,2026-07-23 08:16:36,Commerce & Industry,Technology
217,Valemont Hill Mutual Ltd,London,GB,28,2022-12-21 10:26:35,2024-04-04 10:49:17,Insurance,Life & Pensions
218,Kestrel Assurance Ltd,London,GB,28,2022-08-30 10:17:37,2026-09-09 12:41:33,Insurance,Health
219,Brackley Gate Retail Ltd,London,GB,28,2022-08-13 12:10:30,2026-05-09 16:19:57,Commerce & Industry,Industrials
220,Valemont Hill Wealth Ltd,London,GB,28,2024-06-13 09:37:14,2026-09-12 11:04:24,Financial Services,Asset & Wealth Management
221,Kestrel Consulting Ltd,London,GB,28,2022-12-10 13:52:07,2026-07-18 18:27:03,Professional Services,Consulting
222,Dunmore Gate Capital Ltd,London,GB,28,2022-08-10 15:07:10,2026-09-11 11:40:33,Financial Services,Banking
223,Quayside Vale Energy Ltd,London,GB,28,2024-06-07 17:31:12,2025-06-18 13:40:14,Commerce & Industry,Technology
224,Harlow Bridge Group Ltd,London,GB,28,2021-10-31 12:28:44,2026-09-10 11:05:20,Commerce & Industry,Energy & Infrastructure
