candidate_joborder_status_history_id,candidate_id,joborder_id,date,status_from,status_to,date_modified
163,116,9,2022-10-12 13:43:58,0,400,2022-10-12 13:43:58
164,117,11,2022-10-12 13:45:32,0,400,2022-10-12 13:45:32
165,118,14,2022-10-12 16:01:09,0,400,2022-10-12 16:01:09
166,6,15,2022-10-12 13:25:35,0,400,2022-10-12 13:25:35
167,119,15,2022-10-12 10:15:09,0,400,2022-10-12 10:15:09
168,120,15,2022-10-12 18:17:08,0,400,2022-10-12 18:17:08
169,121,16,2022-10-12 10:48:30,0,400,2022-10-12 10:48:30
170,51,18,2022-10-12 18:50:07,400,675,2022-10-12 18:50:07
171,122,18,2022-10-12 13:47:18,0,400,2022-10-12 13:47:18
172,123,21,2022-10-12 16:51:19,0,400,2022-10-12 16:51:19
173,124,22,2022-10-12 14:41:33,0,400,2022-10-12 14:41:33
174,125,23,2022-10-12 10:21:19,0,400,2022-10-12 10:21:19
175,126,23,2022-10-12 16:39:11,0,400,2022-10-12 16:39:11
176,127,28,2022-10-12 12:29:16,0,400,2022-10-12 12:29:16
177,128,29,2022-10-12 18:22:01,0,400,2022-10-12 18:22:01
178,36,30,2022-10-12 16:22:15,400,700,2022-10-12 16:22:15
179,64,34,2022-10-12 10:01:53,0,400,2022-10-12 10:01:53
180,129,37,2022-10-12 17:48:14,0,400,2022-10-12 17:48:14
181,65,39,2022-10-12 12:19:55,400,700,2022-10-12 12:19:55
182,130,39,2022-10-12 16:22:18,0,400,2022-10-12 16:22:18
183,46675,41,2022-10-12 13:39:39,0,400,2022-10-12 13:39:39
184,131,44,2022-10-12 15:31:08,0,400,2022-10-12 15:31:08
185,132,45,2022-10-12 15:06:25,0,400,2022-10-12 15:06:25
186,89,46,2022-10-12 11:46:58,0,400,2022-10-12 11:46:58
187,133,47,2022-10-12 13:40:23,0,400,2022-10-12 13:40:23
188,134,48,2022-10-12 14:11:12,0,400,2022-10-12 14:11:12
189,135,49,2022-10-12 12:39:12,0,400,2022-10-12 12:39:12
190,17,1,2022-10-13 15:09:08,400,500,2022-10-13 15:09:08
191,136,3,2022-10-13 09:38:58,0,400,2022-10-13 09:38:58
192,30,4,2022-10-13 15:58:58,400,500,2022-10-13 15:58:58
193,67,4,2022-10-13 09:13:09,400,650,2022-10-13 09:13:09
194,60,4,2022-10-13 13:15:19,0,400,2022-10-13 13:15:19
195,20,5,2022-10-13 13:10:10,400,700,2022-10-13 13:10:10
196,5,8,2022-10-13 17:12:35,400,700,2022-10-13 17:12:35
197,137,8,2022-10-13 12:09:26,0,400,2022-10-13 12:09:26
198,138,8,2022-10-13 18:47:32,0,400,2022-10-13 18:47:32
199,139,8,2022-10-13 10:02:15,0,400,2022-10-13 10:02:15
200,13,11,2022-10-13 18:23:25,400,700,2022-10-13 18:23:25
201,1,12,2022-10-13 15:18:11,400,675,2022-10-13 15:18:11
202,140,14,2022-10-13 13:03:09,0,400,2022-10-13 13:03:09
203,130,15,2022-10-13 10:53:23,0,400,2022-10-13 10:53:23
204,141,16,2022-10-13 11:08:26,0,400,2022-10-13 11:08:26
205,142,16,2022-10-13 14:08:23,0,400,2022-10-13 14:08:23
206,28,17,2022-10-13 11:27:56,400,500,2022-10-13 11:27:56
207,143,17,2022-10-13 09:04:56,0,400,2022-10-13 09:04:56
208,61,18,2022-10-13 10:16:27,400,650,2022-10-13 10:16:27
209,144,20,2022-10-13 13:50:50,0,400,2022-10-13 13:50:50
210,145,21,2022-10-13 16:14:57,0,400,2022-10-13 16:14:57
211,54,22,2022-10-13 13:53:59,400,650,2022-10-13 13:53:59
212,146,22,2022-10-13 16:13:57,0,400,2022-10-13 16:13:57
213,147,22,2022-10-13 14:50:58,0,400,2022-10-13 14:50:58
214,41,22,2022-10-13 14:20:29,0,400,2022-10-13 14:20:29
215,56,24,2022-10-13 15:26:35,400,500,2022-10-13 15:26:35
216,148,24,2022-10-13 16:07:53,0,400,2022-10-13 16:07:53
217,42,28,2022-10-13 16:44:00,400,500,2022-10-13 16:44:00
218,55,29,2022-10-13 17:09:38,0,400,2022-10-13 17:09:38
219,115,30,2022-10-13 13:48:42,0,400,2022-10-13 13:48:42
220,149,32,2022-10-13 17:29:23,0,400,2022-10-13 17:29:23
221,111,36,2022-10-13 09:01:05,400,500,2022-10-13 09:01:05
222,150,36,2022-10-13 16:38:14,0,400,2022-10-13 16:38:14
223,114,43,2022-10-13 12:31:28,400,500,2022-10-13 12:31:28
224,151,48,2022-10-13 10:50:53,0,400,2022-10-13 10:50:53
225,152,48,2022-10-13 13:56:05,0,400,2022-10-13 13:56:05
226,153,49,2022-10-13 09:35:43,0,400,2022-10-13 09:35:43
227,154,50,2022-10-13 18:48:05,0,400,2022-10-13 18:48:05
228,155,51,2022-10-13 09:24:43,0,400,2022-10-13 09:24:43
229,156,55,2022-10-13 09:59:00,0,400,2022-10-13 09:59:00
230,157,56,2022-10-13 18:40:28,0,400,2022-10-13 18:40:28
231,158,1,2022-10-14 15:16:21,0,400,2022-10-14 15:16:21
232,20,3,2022-10-14 14:05:57,400,675,2022-10-14 14:05:57
233,45,3,2022-10-14 14:06:42,400,700,2022-10-14 14:06:42
234,10,4,2022-10-14 09:36:23,400,500,2022-10-14 09:36:23
235,159,4,2022-10-14 10:36:27,0,400,2022-10-14 10:36:27
236,160,4,2022-10-14 12:47:16,0,400,2022-10-14 12:47:16
237,25,9,2022-10-14 15:38:00,400,650,2022-10-14 15:38:00
238,71,9,2022-10-14 15:16:39,400,675,2022-10-14 15:16:39
239,14,11,2022-10-14 18:45:59,400,650,2022-10-14 18:45:59
240,21,12,2022-10-14 16:19:26,400,500,2022-10-14 16:19:26
241,27,12,2022-10-14 15:28:08,400,500,2022-10-14 15:28:08
242,33,12,2022-10-14 12:38:21,400,500,2022-10-14 12:38:21
243,123,12,2022-10-14 10:17:08,0,400,2022-10-14 10:17:08
244,161,12,2022-10-14 10:04:42,0,400,2022-10-14 10:04:42
245,162,13,2022-10-14 11:16:15,0,400,2022-10-14 11:16:15
246,46675,13,2022-10-14 16:05:36,0,400,2022-10-14 16:05:36
247,49,16,2022-10-14 09:18:59,400,650,2022-10-14 09:18:59
248,50,17,2022-10-14 08:39:20,400,650,2022-10-14 08:39:20
249,163,17,2022-10-14 11:05:58,0,400,2022-10-14 11:05:58
250,36,20,2022-10-14 18:48:54,400,700,2022-10-14 18:48:54
251,164,20,2022-10-14 13:27:00,0,400,2022-10-14 13:27:00
252,37,21,2022-10-14 16:47:25,400,500,2022-10-14 16:47:25
253,165,21,2022-10-14 08:41:50,0,400,2022-10-14 08:41:50
254,55,22,2022-10-14 08:37:07,400,500,2022-10-14 08:37:07
255,166,23,2022-10-14 14:00:13,0,400,2022-10-14 14:00:13
256,48,24,2022-10-14 10:31:37,400,675,2022-10-14 10:31:37
257,116,24,2022-10-14 18:48:52,0,400,2022-10-14 18:48:52
258,167,25,2022-10-14 17:42:26,0,400,2022-10-14 17:42:26
259,57,29,2022-10-14 17:40:15,400,700,2022-10-14 17:40:15
260,58,29,2022-10-14 17:03:25,400,675,2022-10-14 17:03:25
261,168,29,2022-10-14 12:36:36,0,400,2022-10-14 12:36:36
262,84,30,2022-10-14 12:05:33,400,500,2022-10-14 12:05:33
263,85,31,2022-10-14 12:07:21,400,650,2022-10-14 12:07:21
264,169,31,2022-10-14 11:45:59,0,400,2022-10-14 11:45:59
265,149,32,2022-10-14 14:12:25,400,500,2022-10-14 14:12:25
266,170,34,2022-10-14 16:42:15,0,400,2022-10-14 16:42:15
267,171,34,2022-10-14 11:08:22,0,400,2022-10-14 11:08:22
268,172,37,2022-10-14 17:04:11,0,400,2022-10-14 17:04:11
269,112,38,2022-10-14 11:41:49,400,650,2022-10-14 11:41:49
270,90,39,2022-10-14 16:25:21,400,675,2022-10-14 16:25:21
271,2,40,2022-10-14 12:21:01,0,400,2022-10-14 12:21:01
272,173,42,2022-10-14 15:09:15,0,400,2022-10-14 15:09:15
273,174,42,2022-10-14 11:54:48,0,400,2022-10-14 11:54:48
274,175,43,2022-10-14 08:42:27,0,400,2022-10-14 08:42:27
275,176,48,2022-10-14 09:44:35,0,400,2022-10-14 09:44:35
276,142,50,2022-10-14 15:19:44,0,400,2022-10-14 15:19:44
277,117,50,2022-10-14 16:34:39,0,400,2022-10-14 16:34:39
278,177,53,2022-10-14 11:54:47,0,400,2022-10-14 11:54:47
279,133,53,2022-10-14 11:05:40,0,400,2022-10-14 11:05:40
280,178,56,2022-10-14 17:40:46,0,400,2022-10-14 17:40:46
281,98,57,2022-10-14 09:11:05,0,400,2022-10-14 09:11:05
282,179,61,2022-10-14 08:44:56,0,400,2022-10-14 08:44:56
283,43,1,2022-10-15 08:27:56,400,500,2022-10-15 08:27:56
284,115,1,2022-10-15 08:50:24,400,500,2022-10-15 08:50:24
285,18,2,2022-10-15 15:35:47,400,500,2022-10-15 15:35:47
286,27,2,2022-10-15 13:07:31,0,400,2022-10-15 13:07:31
287,180,2,2022-10-15 16:49:45,0,400,2022-10-15 16:49:45
288,31,4,2022-10-15 16:53:12,400,500,2022-10-15 16:53:12
289,23,5,2022-10-15 13:59:33,400,650,2022-10-15 13:59:33
290,181,6,2022-10-15 15:34:39,0,400,2022-10-15 15:34:39
291,20,7,2022-10-15 16:27:21,400,700,2022-10-15 16:27:21
292,95,9,2022-10-15 16:12:22,400,700,2022-10-15 16:12:22
293,15,9,2022-10-15 12:34:35,0,400,2022-10-15 12:34:35
294,47,10,2022-10-15 17:19:06,400,500,2022-10-15 17:19:06
295,3,11,2022-10-15 16:07:34,0,400,2022-10-15 16:07:34
296,90,14,2022-10-15 12:39:49,0,400,2022-10-15 12:39:49
297,120,15,2022-10-15 17:13:16,400,675,2022-10-15 17:13:16
298,182,17,2022-10-15 10:57:57,0,400,2022-10-15 10:57:57
299,182,19,2022-10-15 09:28:13,0,400,2022-10-15 09:28:13
300,183,19,2022-10-15 13:49:14,0,400,2022-10-15 13:49:14
301,31,21,2022-10-15 18:34:00,400,650,2022-10-15 18:34:00
302,184,23,2022-10-15 10:57:35,0,400,2022-10-15 10:57:35
303,185,23,2022-10-15 12:11:49,0,400,2022-10-15 12:11:49
304,40,26,2022-10-15 17:05:10,400,700,2022-10-15 17:05:10
305,186,28,2022-10-15 13:06:40,0,400,2022-10-15 13:06:40
306,144,28,2022-10-15 17:45:30,0,400,2022-10-15 17:45:30
307,187,33,2022-10-15 14:22:26,0,400,2022-10-15 14:22:26
308,188,33,2022-10-15 17:56:29,0,400,2022-10-15 17:56:29
309,63,36,2022-10-15 14:14:44,400,700,2022-10-15 14:14:44
310,110,36,2022-10-15 12:36:16,400,675,2022-10-15 12:36:16
311,189,36,2022-10-15 08:59:01,0,400,2022-10-15 08:59:01
312,157,36,2022-10-15 10:58:34,0,400,2022-10-15 10:58:34
313,190,37,2022-10-15 15:53:50,0,400,2022-10-15 15:53:50
314,191,39,2022-10-15 14:37:35,0,400,2022-10-15 14:37:35
315,192,42,2022-10-15 17:56:11,0,400,2022-10-15 17:56:11
316,193,42,2022-10-15 08:26:07,0,400,2022-10-15 08:26:07
317,180,45,2022-10-15 08:12:24,0,400,2022-10-15 08:12:24
318,89,46,2022-10-15 13:24:13,400,500,2022-10-15 13:24:13
319,194,48,2022-10-15 10:30:55,0,400,2022-10-15 10:30:55
320,195,49,2022-10-15 14:22:32,0,400,2022-10-15 14:22:32
321,196,52,2022-10-15 12:55:17,0,400,2022-10-15 12:55:17
322,197,54,2022-10-15 13:39:09,0,400,2022-10-15 13:39:09
323,198,55,2022-10-15 17:56:59,0,400,2022-10-15 17:56:59
324,167,58,2022-10-15 10:21:27,0,400,2022-10-15 10:21:27
325,3,3,2022-10-16 09:49:21,400,675,2022-10-16 09:49:21
326,22,3,2022-10-16 11:20:35,400,675,2022-10-16 11:20:35
327,12,4,2022-10-16 15:08:23,400,700,2022-10-16 15:08:23
328,11,5,2022-10-16 17:44:39,400,700,2022-10-16 17:44:39
329,8,6,2022-10-16 10:11:24,400,700,2022-10-16 10:11:24
330,39,6,2022-10-16 15:09:01,0,400,2022-10-16 15:09:01
331,103,6,2022-10-16 17:01:09,0,400,2022-10-16 17:01:09
332,199,7,2022-10-16 15:38:28,0,400,2022-10-16 15:38:28
333,82,7,2022-10-16 13:49:35,0,400,2022-10-16 13:49:35
334,10,9,2022-10-16 18:00:12,0,400,2022-10-16 18:00:12
335,200,9,2022-10-16 14:34:47,0,400,2022-10-16 14:34:47
336,96,10,2022-10-16 17:30:29,400,675,2022-10-16 17:30:29
337,201,11,2022-10-16 08:07:02,0,400,2022-10-16 08:07:02
338,98,12,2022-10-16 11:17:52,400,700,2022-10-16 11:17:52
339,100,13,2022-10-16 11:03:42,400,675,2022-10-16 11:03:42
340,25,14,2022-10-16 18:07:01,400,500,2022-10-16 18:07:01
341,202,15,2022-10-16 16:00:47,0,400,2022-10-16 16:00:47
342,144,20,2022-10-16 18:37:48,400,700,2022-10-16 18:37:48
343,203,20,2022-10-16 08:11:02,0,400,2022-10-16 08:11:02
344,204,20,2022-10-16 14:15:23,0,400,2022-10-16 14:15:23
345,41,22,2022-10-16 12:48:04,400,500,2022-10-16 12:48:04
346,125,23,2022-10-16 16:19:33,400,675,2022-10-16 16:19:33
347,41,26,2022-10-16 17:04:07,400,700,2022-10-16 17:04:07
348,205,27,2022-10-16 15:27:14,0,400,2022-10-16 15:27:14
349,206,28,2022-10-16 13:10:57,0,400,2022-10-16 13:10:57
350,20,33,2022-10-16 12:12:52,0,400,2022-10-16 12:12:52
351,109,34,2022-10-16 13:13:09,400,675,2022-10-16 13:13:09
352,136,34,2022-10-16 13:40:11,0,400,2022-10-16 13:40:11
353,87,36,2022-10-16 16:07:03,400,500,2022-10-16 16:07:03
354,64,37,2022-10-16 16:20:39,400,500,2022-10-16 16:20:39
355,89,38,2022-10-16 09:59:52,400,650,2022-10-16 09:59:52
356,130,39,2022-10-16 15:24:59,400,700,2022-10-16 15:24:59
357,207,42,2022-10-16 17:40:10,0,400,2022-10-16 17:40:10
358,208,44,2022-10-16 08:00:35,0,400,2022-10-16 08:00:35
359,132,45,2022-10-16 17:39:01,400,675,2022-10-16 17:39:01
360,209,47,2022-10-16 18:01:51,0,400,2022-10-16 18:01:51
361,194,48,2022-10-16 12:58:37,400,500,2022-10-16 12:58:37
362,135,49,2022-10-16 12:45:25,400,650,2022-10-16 12:45:25
363,210,49,2022-10-16 10:47:19,0,400,2022-10-16 10:47:19
364,211,52,2022-10-16 17:13:10,0,400,2022-10-16 17:13:10
365,212,53,2022-10-16 09:41:49,0,400,2022-10-16 09:41:49
366,213,54,2022-10-16 17:04:14,0,400,2022-10-16 17:04:14
367,214,54,2022-10-16 16:51:32,0,400,2022-10-16 16:51:32
368,201,56,2022-10-16 11:13:14,0,400,2022-10-16 11:13:14
369,215,59,2022-10-16 08:13:03,0,400,2022-10-16 08:13:03
370,216,60,2022-10-16 14:33:41,0,400,2022-10-16 14:33:41
371,217,61,2022-10-16 16:23:16,0,400,2022-10-16 16:23:16
372,218,62,2022-10-16 18:38:16,0,400,2022-10-16 18:38:16
373,219,66,2022-10-16 10:48:23,0,400,2022-10-16 10:48:23
374,220,66,2022-10-16 13:41:28,0,400,2022-10-16 13:41:28
375,221,67,2022-10-16 18:58:13,0,400,2022-10-16 18:58:13
376,46522,1,2022-10-17 15:32:08,400,700,2022-10-17 15:32:08
377,66,2,2022-10-17 12:38:37,400,700,2022-10-17 12:38:37
378,70,7,2022-10-17 16:45:51,400,500,2022-10-17 16:45:51
379,26,10,2022-10-17 15:13:50,400,500,2022-10-17 15:13:50
380,10,10,2022-10-17 16:18:55,400,500,2022-10-17 16:18:55
381,97,11,2022-10-17 17:01:24,400,700,2022-10-17 17:01:24
382,222,11,2022-10-17 08:23:24,0,400,2022-10-17 08:23:24
383,123,12,2022-10-17 16:21:43,400,650,2022-10-17 16:21:43
384,73,13,2022-10-17 13:52:37,400,700,2022-10-17 13:52:37
385,162,13,2022-10-17 15:07:29,400,500,2022-10-17 15:07:29
386,223,16,2022-10-17 08:18:58,0,400,2022-10-17 08:18:58
