user_id,month,target_nfi_gbp,modified_at
7,2024-07,9250,12/04/2024 20:31
7,2024-08,7300,07/04/2024 17:39
7,2024-09,11700,05/04/2024 11:25
7,2024-10,10700,01/04/2024 10:59
7,2024-11,9750,17/04/2024 14:46
7,2024-12,6800,12/04/2024 11:20
7,2025-01,12150,10/04/2024 16:07
7,2025-02,11200,18/04/2024 14:25
7,2025-03,10700,10/04/2024 17:24
7,2025-04,10200,10/04/2025 11:03
7,2025-05,10200,03/04/2025 07:34
7,2025-06,10750,20/04/2025 19:38
7,2025-07,9700,05/04/2025 14:09
7,2025-08,7650,10/04/2025 14:01
7,2025-09,12250,07/04/2025 08:22
7,2025-10,11250,20/04/2025 20:33
7,2025-11,10200,15/04/2025 13:00
7,2025-12,7150,05/04/2025 16:39
7,2026-01,12750,08/04/2025 09:09
7,2026-02,11750,20/04/2025 12:49
7,2026-03,11250,18/04/2025 11:30
7,2026-04,10750,09/04/2026 16:50
7,2026-05,10750,07/04/2026 07:27
7,2026-06,11250,09/04/2026 07:33
7,2026-07,10200,07/04/2026 12:27
7,2026-08,8050,04/04/2026 16:18
7,2026-09,12900,04/04/2026 20:12
8,2023-04,9250,09/04/2023 13:58
8,2023-05,9250,20/04/2023 10:07
8,2023-06,9750,17/04/2023 16:11
8,2023-07,8800,09/04/2023 09:52
8,2023-08,6950,14/04/2023 20:49
8,2023-09,11100,06/04/2023 12:50
8,2023-10,10200,14/04/2023 11:01
8,2023-11,9250,10/04/2023 15:22
8,2023-12,6500,01/04/2023 12:17
8,2024-01,11600,21/04/2023 08:29
8,2024-02,10650,06/04/2023 13:54
8,2024-03,10200,06/04/2023 07:47
8,2024-04,9750,21/04/2024 07:35
8,2024-05,9750,09/04/2024 16:39
8,2024-06,10200,18/04/2024 11:14
8,2024-07,9250,17/04/2024 15:54
8,2024-08,7300,05/04/2024 08:10
8,2024-09,11700,10/04/2024 08:41
8,2024-10,10700,13/04/2024 11:38
8,2024-11,9750,21/04/2024 13:02
8,2024-12,6800,16/04/2024 09:10
8,2025-01,12150,18/04/2024 20:14
8,2025-02,11200,21/04/2024 11:49
8,2025-03,10700,16/04/2024 12:20
8,2025-04,10200,01/04/2025 16:15
8,2025-05,10200,01/04/2025 08:32
8,2025-06,10750,01/04/2025 14:07
8,2025-07,9700,03/04/2025 12:59
8,2025-08,7650,13/04/2025 14:32
8,2025-09,12250,15/04/2025 17:04
8,2025-10,11250,02/04/2025 11:35
8,2025-11,10200,06/04/2025 18:14
8,2025-12,7150,02/04/2025 20:14
8,2026-01,12750,15/04/2025 16:17
8,2026-02,11750,04/04/2025 19:15
8,2026-03,11250,10/04/2025 12:41
8,2026-04,10750,03/04/2026 08:34
8,2026-05,10750,10/04/2026 18:10
8,2026-06,11250,04/04/2026 19:40
8,2026-07,10200,12/04/2026 10:13
8,2026-08,8050,18/04/2026 11:07
8,2026-09,12900,13/04/2026 08:25
9,2023-04,9250,14/04/2023 07:02
9,2023-05,9250,10/04/2023 20:17
9,2023-06,9750,20/04/2023 10:35
9,2023-07,8800,19/04/2023 11:24
9,2023-08,6950,14/04/2023 09:29
9,2023-09,11100,14/04/2023 10:35
9,2023-10,10200,18/04/2023 19:30
9,2023-11,9250,06/04/2023 10:25
9,2023-12,6500,17/04/2023 16:33
9,2024-01,11600,18/04/2023 19:17
9,2024-02,10650,13/04/2023 18:35
9,2024-03,10200,16/04/2023 11:25
9,2024-04,9750,15/04/2024 12:08
9,2024-05,9750,20/04/2024 16:27
9,2024-06,10200,05/04/2024 09:26
9,2024-07,9250,15/04/2024 16:15
9,2024-08,7300,01/04/2024 17:16
9,2024-09,11700,20/04/2024 14:40
9,2024-10,10700,15/04/2024 08:18
9,2024-11,9750,16/04/2024 10:56
9,2024-12,6800,13/04/2024 17:10
9,2025-01,12150,04/04/2024 14:05
9,2025-02,11200,02/04/2024 08:26
9,2025-03,10700,10/04/2024 07:23
9,2025-04,10200,19/04/2025 08:05
9,2025-05,10200,21/04/2025 20:51
9,2025-06,10750,04/04/2025 12:13
9,2025-07,9700,19/04/2025 09:01
9,2025-08,7650,17/04/2025 19:40
9,2025-09,12250,12/04/2025 16:44
9,2025-10,11250,06/04/2025 14:10
9,2025-11,10200,06/04/2025 15:43
9,2025-12,7150,16/04/2025 14:03
9,2026-01,12750,11/04/2025 19:09
9,2026-02,11750,11/04/2025 14:09
9,2026-03,11250,21/04/2025 08:20
9,2026-04,10750,05/04/2026 14:43
9,2026-05,10750,06/04/2026 17:48
9,2026-06,11250,10/04/2026 16:57
9,2026-07,10200,20/04/2026 12:14
9,2026-08,8050,09/04/2026 20:38
9,2026-09,12900,14/04/2026 08:09
10,2024-10,3200,03/04/2024 08:37
10,2024-11,2900,13/04/2024 20:00
10,2024-12,2050,04/04/2024 15:49
10,2025-01,3650,20/04/2024 08:37
10,2025-02,3350,11/04/2024 09:48
10,2025-03,3200,08/04/2024 09:34
10,2025-04,3050,19/04/2025 16:56
10,2025-05,3050,02/04/2025 19:09
10,2025-06,3200,09/04/2025 19:59
10,2025-07,6800,07/04/2025 13:10
10,2025-08,5350,04/04/2025 12:20
10,2025-09,8600,02/04/2025 15:36
10,2025-10,7850,16/04/2025 19:53
10,2025-11,7150,15/04/2025 17:17
10,2025-12,5000,17/04/2025 16:02
10,2026-01,12750,20/04/2025 16:48
10,2026-02,11750,03/04/2025 10:29
10,2026-03,11250,15/04/2025 17:09
10,2026-04,10750,19/04/2026 11:44
10,2026-05,10750,05/04/2026 08:00
10,2026-06,11250,08/04/2026 19:29
10,2026-07,10200,01/04/2026 11:59
10,2026-08,8050,21/04/2026 14:16
10,2026-09,12900,18/04/2026 12:05
11,2023-04,6700,20/04/2023 14:02
11,2023-05,6700,03/04/2023 16:24
11,2023-06,7050,12/04/2023 13:06
11,2023-07,6400,13/04/2023 15:20
11,2023-08,5050,14/04/2023 16:53
11,2023-09,8050,21/04/2023 13:50
11,2023-10,7400,11/04/2023 20:10
11,2023-11,6700,12/04/2023 20:23
11,2023-12,4700,08/04/2023 16:38
11,2024-01,8400,14/04/2023 19:17
11,2024-02,7750,06/04/2023 19:58
11,2024-03,7400,03/04/2023 10:04
11,2024-04,7050,19/04/2024 14:20
11,2024-05,7050,14/04/2024 12:08
11,2024-06,7400,10/04/2024 19:32
11,2024-07,6700,02/04/2024 09:26
11,2024-08,5300,03/04/2024 17:11
11,2024-09,8450,14/04/2024 17:20
11,2024-10,7750,08/04/2024 18:16
11,2024-11,7050,11/04/2024 10:14
11,2024-12,4950,16/04/2024 13:13
11,2025-01,8800,18/04/2024 13:06
11,2025-02,8100,16/04/2024 20:26
11,2025-03,7750,14/04/2024 15:00
11,2025-04,7400,18/04/2025 08:01
11,2025-05,7400,18/04/2025 09:24
11,2025-06,7800,13/04/2025 19:54
11,2025-07,7050,16/04/2025 16:57
11,2025-08,5550,03/04/2025 13:22
11,2025-09,8900,11/04/2025 19:21
11,2025-10,8150,20/04/2025 17:07
11,2025-11,7400,06/04/2025 16:35
11,2025-12,5200,13/04/2025 10:27
11,2026-01,9250,01/04/2025 11:11
11,2026-02,8500,14/04/2025 12:16
11,2026-03,8150,07/04/2025 08:27
11,2026-04,7800,03/04/2026 19:52
11,2026-05,7800,03/04/2026 07:36
11,2026-06,8150,17/04/2026 15:29
11,2026-07,7400,12/04/2026 08:47
11,2026-08,5850,01/04/2026 07:47
11,2026-09,9350,02/04/2026 19:02
12,2023-04,9600,21/04/2023 13:08
12,2023-05,9600,15/04/2023 09:44
12,2023-06,10100,20/04/2023 19:56
12,2023-07,9100,08/04/2023 15:33
12,2023-08,7200,02/04/2023 13:54
12,2023-09,11500,21/04/2023 09:36
12,2023-10,10550,20/04/2023 11:12
12,2023-11,9600,05/04/2023 14:32
12,2023-12,6700,14/04/2023 09:49
12,2024-01,12000,11/04/2023 19:09
12,2024-02,11050,10/04/2023 20:02
12,2024-03,10550,01/04/2023 17:03
12,2024-04,10100,09/04/2024 08:04
12,2024-05,10100,04/04/2024 17:32
12,2024-06,10600,17/04/2024 16:38
12,2024-07,9600,11/04/2024 18:05
12,2024-08,7550,06/04/2024 16:47
12,2024-09,12100,02/04/2024 14:25
12,2024-10,11100,14/04/2024 11:28
12,2024-11,10100,06/04/2024 10:44
12,2024-12,7050,21/04/2024 13:52
12,2025-01,12600,15/04/2024 15:09
12,2025-02,11600,03/04/2024 14:26
12,2025-03,11100,10/04/2024 15:57
12,2025-04,10600,17/04/2025 11:15
12,2025-05,10600,02/04/2025 13:30
12,2025-06,11100,16/04/2025 12:57
12,2025-07,10050,11/04/2025 12:36
12,2025-08,7950,12/04/2025 07:38
12,2025-09,12700,16/04/2025 14:29
12,2025-10,11650,19/04/2025 15:25
12,2025-11,10600,04/04/2025 13:55
12,2025-12,7400,13/04/2025 17:20
12,2026-01,13250,06/04/2025 19:00
12,2026-02,12150,01/04/2025 09:19
12,2026-03,11650,19/04/2025 19:45
12,2026-04,11100,20/04/2026 07:32
12,2026-05,11100,02/04/2026 20:25
12,2026-06,11650,16/04/2026 18:11
12,2026-07,10550,19/04/2026 19:28
12,2026-08,8350,04/04/2026 15:29
12,2026-09,13350,21/04/2026 07:35
13,2023-04,9600,08/04/2023 10:30
13,2023-05,9600,01/04/2023 08:36
13,2023-06,10100,13/04/2023 12:18
13,2023-07,9100,03/04/2023 11:12
13,2023-08,7200,20/04/2023 17:35
13,2023-09,11500,12/04/2023 10:29
13,2023-10,10550,01/04/2023 10:30
13,2023-11,9600,15/04/2023 20:57
13,2023-12,6700,10/04/2023 15:22
13,2024-01,12000,10/04/2023 17:31
13,2024-02,11050,13/04/2023 10:32
13,2024-03,10550,10/04/2023 13:12
13,2024-04,10100,02/04/2024 07:07
13,2024-05,10100,01/04/2024 10:26
13,2024-06,10600,10/04/2024 08:35
13,2024-07,9600,19/04/2024 15:46
13,2024-08,7550,16/04/2024 15:21
13,2024-09,12100,05/04/2024 19:05
13,2024-10,11100,06/04/2024 19:34
13,2024-11,10100,04/04/2024 14:43
13,2024-12,7050,20/04/2024 08:58
13,2025-01,12600,11/04/2024 10:58
13,2025-02,11600,15/04/2024 13:06
13,2025-03,11100,15/04/2024 08:13
13,2025-04,10600,08/04/2025 15:38
14,2023-04,9600,19/04/2023 08:47
14,2023-05,9600,12/04/2023 10:51
14,2023-06,10100,08/04/2023 08:48
14,2023-07,9100,04/04/2023 09:25
14,2023-08,7200,01/04/2023 20:04
14,2023-09,11500,20/04/2023 13:14
14,2023-10,10550,19/04/2023 14:33
14,2023-11,9600,20/04/2023 08:54
14,2023-12,6700,14/04/2023 17:46
14,2024-01,12000,15/04/2023 16:29
14,2024-02,11050,04/04/2023 10:53
14,2024-03,10550,12/04/2023 08:45
14,2024-04,10100,03/04/2024 12:21
14,2024-05,10100,01/04/2024 09:55
14,2024-06,10600,16/04/2024 13:02
14,2024-07,9600,20/04/2024 20:27
14,2024-08,7550,03/04/2024 07:33
14,2024-09,12100,10/04/2024 08:59
14,2024-10,11100,03/04/2024 19:56
14,2024-11,10100,01/04/2024 07:24
14,2024-12,7050,13/04/2024 10:11
14,2025-01,12600,02/04/2024 19:23
14,2025-02,11600,18/04/2024 15:47
14,2025-03,11100,17/04/2024 09:34
14,2025-04,10600,17/04/2025 09:00
14,2025-05,10600,06/04/2025 09:34
14,2025-06,11100,13/04/2025 17:45
14,2025-07,10050,09/04/2025 14:29
14,2025-08,7950,16/04/2025 14:18
14,2025-09,12700,20/04/2025 15:16
14,2025-10,11650,18/04/2025 07:10
14,2025-11,10600,08/04/2025 18:18
14,2025-12,7400,14/04/2025 18:33
14,2026-01,13250,16/04/2025 12:09
14,2026-02,12150,10/04/2025 20:43
14,2026-03,11650,02/04/2025 10:44
14,2026-04,11100,02/04/2026 08:43
14,2026-05,11100,06/04/2026 20:17
14,2026-06,11650,05/04/2026 19:14
14,2026-07,10550,21/04/2026 09:22
14,2026-08,8350,08/04/2026 09:30
14,2026-09,13350,09/04/2026 17:18
15,2023-06,3000,13/04/2023 14:08
15,2023-07,2750,08/04/2023 11:29
15,2023-08,2150,02/04/2023 08:08
15,2023-09,3450,20/04/2023 13:25
15,2023-10,3150,10/04/2023 17:02
15,2023-11,2900,18/04/2023 17:36
15,2023-12,2000,09/04/2023 08:44
15,2024-01,3600,17/04/2023 11:41
15,2024-02,3300,05/04/2023 15:46
15,2024-03,7400,21/04/2023 15:28
15,2024-04,7050,14/04/2024 13:39
15,2024-05,7050,10/04/2024 14:00
15,2024-06,7400,16/04/2024 08:23
15,2024-07,6700,01/04/2024 16:33
15,2024-08,5300,10/04/2024 20:36
15,2024-09,12100,02/04/2024 18:52
15,2024-10,11100,12/04/2024 20:20
15,2024-11,10100,19/04/2024 14:09
15,2024-12,7050,05/04/2024 09:22
15,2025-01,12600,21/04/2024 15:55
15,2025-02,11600,12/04/2024 19:58
15,2025-03,11100,01/04/2024 09:18
15,2025-04,10600,07/04/2025 15:04
15,2025-05,10600,19/04/2025 16:59
15,2025-06,11100,18/04/2025 09:27
15,2025-07,10050,21/04/2025 11:11
15,2025-08,7950,20/04/2025 20:21
15,2025-09,12700,02/04/2025 07:41
15,2025-10,11650,19/04/2025 08:39
15,2025-11,10600,18/04/2025 14:01
15,2025-12,7400,03/04/2025 20:41
15,2026-01,13250,09/04/2025 11:03
15,2026-02,12150,06/04/2025 20:57
15,2026-03,11650,01/04/2025 16:02
15,2026-04,11100,17/04/2026 11:04
15,2026-05,11100,15/04/2026 18:49
15,2026-06,11650,04/04/2026 19:00
15,2026-07,10550,08/04/2026 15:46
15,2026-08,8350,08/04/2026 09:26
15,2026-09,13350,09/04/2026 07:41
16,2024-10,3350,12/04/2024 12:46
16,2024-11,3000,03/04/2024 08:48
16,2024-12,2100,11/04/2024 20:17
16,2025-01,3800,12/04/2024 14:39
16,2025-02,3500,16/04/2024 15:23
16,2025-03,3350,20/04/2024 18:30
16,2025-04,3200,10/04/2025 12:49
16,2025-05,3200,20/04/2025 16:02
16,2025-06,3350,06/04/2025 17:55
16,2025-07,3000,03/04/2025 12:13
17,2025-04,3200,18/04/2025 18:40
17,2025-05,3200,03/04/2025 18:04
17,2025-06,3350,03/04/2025 07:33
17,2025-07,3000,04/04/2025 20:41
17,2025-08,2400,21/04/2025 08:13
17,2025-09,3800,07/04/2025 12:09
17,2025-10,3500,16/04/2025 17:23
17,2025-11,3200,21/04/2025 13:26
17,2025-12,2200,12/04/2025 10:15
17,2026-01,3950,20/04/2025 14:13
17,2026-02,8500,04/04/2025 18:34
17,2026-03,8150,21/04/2025 10:56
17,2026-04,7800,05/04/2026 10:57
17,2026-05,7800,16/04/2026 19:38
17,2026-06,8150,17/04/2026 13:11
17,2026-07,7400,01/04/2026 17:21
17,2026-08,8350,03/04/2026 13:15
17,2026-09,13350,07/04/2026 15:26
18,2025-07,3000,16/04/2025 12:18
18,2025-08,2400,04/04/2025 16:23
18,2025-09,3800,17/04/2025 11:26
18,2025-10,3500,18/04/2025 19:13
18,2025-11,3200,09/04/2025 14:56
18,2025-12,2200,08/04/2025 18:14
18,2026-01,3950,16/04/2025 10:52
18,2026-02,3650,13/04/2025 16:26
18,2026-03,3500,04/04/2025 09:17
18,2026-04,7800,04/04/2026 20:08
18,2026-05,7800,19/04/2026 10:47
18,2026-06,8150,18/04/2026 11:18
18,2026-07,7400,04/04/2026 15:19
18,2026-08,5850,06/04/2026 13:39
18,2026-09,9350,02/04/2026 15:16
19,2026-02,3650,21/04/2025 07:05
19,2026-03,3500,10/04/2025 19:59
19,2026-04,3350,15/04/2026 12:52
19,2026-05,3350,17/04/2026 11:52
19,2026-06,3500,11/04/2026 08:12
19,2026-07,3150,11/04/2026 18:54
19,2026-08,2500,10/04/2026 11:49
19,2026-09,4000,17/04/2026 12:05
20,2023-04,8000,17/04/2023 08:03
20,2023-05,8000,14/04/2023 16:13
20,2023-06,8400,11/04/2023 20:56
20,2023-07,7600,16/04/2023 08:38
20,2023-08,6000,18/04/2023 10:23
20,2023-09,9600,10/04/2023 14:58
20,2023-10,8800,06/04/2023 19:55
20,2023-11,8000,17/04/2023 20:01
20,2023-12,5600,20/04/2023 08:16
20,2024-01,10000,10/04/2023 09:59
20,2024-02,9200,18/04/2023 15:46
20,2024-03,8800,04/04/2023 17:10
20,2024-04,8400,02/04/2024 11:48
20,2024-05,8400,17/04/2024 20:04
20,2024-06,8800,11/04/2024 10:19
20,2024-07,7950,19/04/2024 10:57
20,2024-08,6300,09/04/2024 12:26
20,2024-09,10050,05/04/2024 17:28
20,2024-10,9250,15/04/2024 08:36
20,2024-11,8400,03/04/2024 07:55
20,2024-12,5900,13/04/2024 20:47
20,2025-01,10500,17/04/2024 08:53
20,2025-02,9650,20/04/2024 18:53
20,2025-03,9250,16/04/2024 10:12
20,2025-04,8800,21/04/2025 11:01
20,2025-05,8800,08/04/2025 17:36
20,2025-06,9250,17/04/2025 20:25
20,2025-07,8350,11/04/2025 12:01
20,2025-08,6600,08/04/2025 18:25
20,2025-09,10600,06/04/2025 07:28
20,2025-10,9700,17/04/2025 13:42
20,2025-11,8800,15/04/2025 07:31
20,2025-12,6150,18/04/2025 09:48
20,2026-01,11000,09/04/2025 10:16
20,2026-02,10150,14/04/2025 19:05
20,2026-03,9700,13/04/2025 13:27
20,2026-04,9250,21/04/2026 09:40
20,2026-05,9250,09/04/2026 12:21
